date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF
2015-01-08,28,83,17,63,26,78
2015-01-09,27,80,18,64,24,75
2015-01-10,28,82,16,61,23,73
2015-01-11,27,80,14,57,22,72
2015-01-12,27,80,15,59,22,72
2015-01-13,28,83,15,59,23,74
2015-01-14,28,83,14,58,24,75
2015-01-15,29,85,14,56,24,75
2015-01-16,28,82,16,60,24,75
2015-01-17,28,82,16,61,24,76
2015-01-18,28,83,16,61,24,76
2015-01-19,28,83,16,60,24,75
2015-01-20,29,85,15,59,24,76
2015-01-21,28,82,15,60,23,74
2015-01-22,29,84,14,58,24,76
2015-01-23,28,83,16,61,24,75
2015-01-24,26,78,17,63,24,74
2015-01-25,28,83,18,64,24,76
2015-01-26,27,81,15,58,23,73
2015-01-27,27,81,15,58,23,73
2015-01-28,29,83,17,62,24,75
2015-01-29,29,84,17,62,25,77
2015-01-30,29,84,19,65,25,77
2015-01-31,29,84,17,63,25,77
2015-02-01,29,84,15,60,25,76
2015-02-02,28,82,16,60,23,74
2015-02-03,28,82,14,57,23,74
2015-02-04,28,82,14,58,23,74
2015-02-05,29,84,16,60,25,76
2015-02-06,30,85,16,60,25,77
2015-02-07,30,86,15,59,25,77
2015-02-08,30,86,16,61,26,78
2015-02-09,29,85,15,60,25,76
2015-02-10,28,83,14,57,24,75
2015-02-11,31,88,15,59,26,79
2015-02-12,31,87,16,62,26,79
2015-02-13,32,89,16,61,28,82
2015-02-14,32,90,18,64,28,83
2015-02-15,32,90,19,66,29,83
2015-02-16,31,88,18,65,27,81
2015-02-17,31,88,18,65,28,82
2015-02-18,32,89,18,64,28,83
2015-02-19,31,88,18,64,27,81
2015-02-20,30,86,17,62,26,78
2015-02-21,30,85,16,61,26,78
2015-02-22,30,85,18,64,26,79
2015-02-23,30,86,17,63,26,79
2015-02-24,31,87,17,62,26,79
2015-02-25,35,94,17,63,30,85
2015-02-26,34,93,19,65,29,85
2015-02-27,33,91,20,67,29,84
2015-02-28,29,84,19,67,26,79
2015-03-01,29,85,20,68,26,78
2015-03-02,30,86,19,67,26,79
2015-03-03,31,87,20,68,27,81
2015-03-04,31,87,20,68,27,81
2015-03-05,30,87,21,69,27,81
2015-03-06,30,86,20,69,27,81
2015-03-07,30,85,21,69,27,80
2015-03-08,28,83,20,68,26,79
2015-03-09,30,86,19,67,27,80
2015-03-10,25,77,19,66,23,73
2015-03-11,32,90,19,66,28,83
2015-03-12,31,88,19,66,28,82
2015-03-13,32,90,19,67,28,82
2015-03-14,32,89,20,68,28,82
2015-03-15,31,87,20,68,28,82
2015-03-16,31,88,20,68,28,82
2015-03-17,32,90,20,67,29,83
2015-03-18,33,91,19,67,29,84
2015-03-19,31,89,23,73,27,81
2015-03-20,33,92,20,68,29,85
2015-03-21,34,92,20,68,29,85
2015-03-22,35,94,21,70,31,88
2015-03-23,35,94,22,71,31,88
2015-03-24,35,95,23,73,31,88
2015-03-25,34,93,22,71,30,87
2015-03-26,33,92,21,69,30,86
2015-03-27,33,92,21,70,30,85
2015-03-28,34,93,20,68,30,85
2015-03-29,34,94,20,67,30,86
2015-03-30,33,92,20,69,30,85
2015-03-31,33,91,22,71,30,85
2015-04-01,33,91,22,71,30,86
2015-04-02,36,96,22,72,31,88
2015-04-03,32,90,23,74,30,86
2015-04-04,35,95,23,74,32,90
2015-04-05,34,93,24,76,32,89
2015-04-06,33,91,24,75,30,87
2015-04-07,34,93,23,73,31,88
2015-04-08,34,94,23,73,31,88
2015-04-09,34,94,23,73,31,88
2015-04-10,34,94,23,73,31,87
2015-04-11,34,94,23,73,31,88
2015-04-12,32,90,23,74,29,85
2015-04-13,35,95,21,70,31,88
2015-04-14,35,95,22,72,31,88
2015-04-15,34,94,22,72,31,88
2015-04-16,30,86,19,67,28,82
2015-04-17,31,88,21,69,29,83
2015-04-18,30,86,22,72,29,84
2015-04-19,33,92,22,72,30,86
2015-04-20,34,92,22,72,31,87
2015-04-21,33,92,23,74,30,85
2015-04-22,35,94,22,72,31,87
2015-04-23,35,95,23,74,31,88
2015-04-24,34,92,25,76,31,88
2015-04-25,33,91,24,75,30,85
2015-04-26,32,90,23,74,29,84
2015-04-27,33,91,22,71,29,84
2015-04-28,33,91,23,73,30,87
2015-04-29,35,95,22,72,31,88
2015-04-30,35,94,24,74,32,89
2015-05-01,34,94,24,75,32,90
2015-05-02,34,94,24,75,31,87
2015-05-03,34,92,24,75,31,88
2015-05-04,33,92,25,76,31,87
2015-05-05,33,91,24,74,29,85
2015-05-06,34,93,24,74,30,87
2015-05-07,33,92,24,75,30,87
2015-05-08,35,96,24,76,32,90
2015-05-09,36,97,25,77,33,91
2015-05-10,35,95,25,77,32,89
2015-05-11,31,88,26,78,29,84
2015-05-12,30,87,25,77,28,83
2015-05-13,25,77,23,73,24,75
2015-05-14,30,86,23,73,27,80
2015-05-15,31,88,23,74,28,83
2015-05-16,29,85,24,74,27,81
2015-05-17,30,87,23,73,28,83
2015-05-18,32,90,22,72,29,84
2015-05-19,32,90,23,74,30,85
2015-05-20,36,96,22,72,31,88
2015-05-21,35,94,23,73,31,87
2015-05-22,35,96,23,74,31,88
2015-05-23,33,92,23,73,30,86
2015-05-24,35,95,23,73,31,88
2015-05-25,35,95,23,73,31,88
2015-05-26,35,94,22,71,31,88
2015-05-27,34,94,23,73,30,86
2015-05-28,35,95,23,73,31,88
2015-05-29,34,92,24,74,30,85
2015-05-30,35,95,23,74,32,90
2015-05-31,34,94,24,74,30,86
2015-06-01,32,89,23,73,29,84
2015-06-02,31,88,23,74,28,83
2015-06-03,31,88,24,75,29,84
2015-06-04,31,88,24,74,28,83
2015-06-05,32,90,22,71,29,84
2015-06-06,32,90,23,73,29,85
2015-06-07,32,90,23,74,29,84
2015-06-08,32,90,22,72,29,84
2015-06-09,30,87,22,72,27,81
2015-06-10,31,87,22,71,28,83
2015-06-11,33,91,21,70,28,83
2015-06-12,30,86,22,71,27,81
2015-06-13,29,84,21,70,26,79
2015-06-14,28,83,21,69,25,78
2015-06-15,28,83,20,69,26,79
2015-06-16,27,81,22,71,24,75
2015-06-17,28,82,21,70,25,77
2015-06-18,25,77,20,69,23,73
2015-06-19,24,76,20,68,23,73
2015-06-20,26,78,21,70,24,75
2015-06-21,27,81,21,69,24,76
2015-06-22,29,83,20,69,25,77
2015-06-23,30,85,21,70,26,79
2015-06-24,29,84,21,70,26,79
2015-06-25,29,85,21,70,27,80
2015-06-26,29,84,22,71,26,79
2015-06-27,31,87,22,72,27,81
2015-06-28,30,85,23,73,27,81
2015-06-29,30,86,21,70,27,80
2015-06-30,30,85,20,68,27,80
2015-07-01,32,89,20,68,28,82
2015-07-02,31,88,21,69,28,82
2015-07-03,31,88,21,70,27,81
2015-07-04,31,87,20,69,28,82
2015-07-05,32,90,21,69,28,83
2015-07-06,32,89,21,69,28,82
2015-07-07,32,89,19,66,27,81
2015-07-08,32,89,21,69,28,82
2015-07-09,31,88,21,70,28,82
2015-07-10,27,81,22,71,26,78
2015-07-11,30,86,21,70,27,80
2015-07-12,31,87,20,69,27,81
2015-07-13,32,90,21,69,28,83
2015-07-14,32,89,22,71,28,83
2015-07-15,29,85,22,71,27,80
2015-07-16,30,85,21,70,26,79
2015-07-17,30,85,21,69,26,79
2015-07-18,29,85,21,69,26,79
2015-07-19,29,84,22,71,26,78
2015-07-20,28,83,20,69,25,77
2015-07-21,28,83,21,69,26,79
2015-07-22,29,84,20,69,26,80
2015-07-23,29,85,21,69,26,79
2015-07-24,29,83,21,70,26,78
2015-07-25,30,85,20,68,27,80
2015-07-26,29,85,21,69,26,79
2015-07-27,30,85,20,68,26,80
2015-07-28,29,84,21,69,26,79
2015-07-29,31,88,20,68,28,82
2015-07-30,30,87,20,68,27,81
2015-07-31,29,85,20,68,27,80
2015-08-01,28,83,21,69,25,77
2015-08-02,27,80,21,69,25,77
2015-08-03,28,82,20,68,25,77
2015-08-04,29,85,20,68,26,78
2015-08-05,29,85,19,67,26,79
2015-08-06,29,84,20,68,26,79
2015-08-07,29,85,21,69,26,80
2015-08-08,29,84,21,69,26,79
2015-08-09,27,81,20,69,26,78
2015-08-10,29,85,21,69,26,79
2015-08-11,29,85,21,70,26,80
2015-08-12,29,84,20,69,25,78
2015-08-13,29,83,21,69,26,79
2015-08-14,29,85,20,69,27,80
2015-08-15,31,87,20,69,27,81
2015-08-16,29,84,21,70,27,80
2015-08-17,30,85,22,71,27,80
2015-08-18,30,87,22,72,28,82
2015-08-19,30,85,22,72,27,81
2015-08-20,29,85,22,71,27,80
2015-08-21,29,84,22,71,26,79
2015-08-22,27,81,21,70,25,77
2015-08-23,29,83,20,67,25,77
2015-08-24,28,83,19,66,25,78
2015-08-25,28,82,20,68,26,78
2015-08-26,29,83,20,68,25,77
2015-08-27,25,77,21,69,23,73
2015-08-28,29,84,19,67,26,79
2015-08-29,30,85,19,66,26,80
2015-08-30,29,85,20,68,27,80
2015-08-31,30,86,20,68,27,80
2015-09-01,27,80,20,68,25,76
2015-09-02,30,87,22,72,28,82
2015-09-03,30,86,22,72,27,81
2015-09-04,30,86,22,72,28,82
2015-09-05,28,82,20,68,25,77
2015-09-06,28,82,20,67,25,77
2015-09-07,23,74,21,69,22,71
2015-09-08,25,78,19,67,23,73
2015-09-09,28,82,20,67,24,76
2015-09-10,27,80,19,66,24,76
2015-09-11,28,82,20,67,25,76
2015-09-12,28,83,20,68,25,78
2015-09-13,29,84,19,65,25,78
2015-09-14,28,83,19,67,25,77
2015-09-15,22,71,20,67,21,71
2015-09-16,25,76,20,67,23,74
2015-09-17,27,80,19,67,24,76
2015-09-18,28,82,19,67,24,76
2015-09-19,27,81,19,67,25,76
2015-09-20,27,81,19,66,25,76
2015-09-21,29,85,19,66,26,78
2015-09-22,30,87,20,68,27,81
2015-09-23,30,86,22,71,27,80
2015-09-24,30,86,22,71,28,82
2015-09-25,30,86,22,71,28,82
2015-09-26,30,85,22,72,27,81
2015-09-27,29,83,22,71,26,79
2015-09-28,28,83,21,70,26,79
2015-09-29,29,84,20,69,26,79
2015-09-30,28,83,21,69,26,78
2015-10-01,29,83,20,68,26,78
2015-10-02,29,83,21,69,26,79
2015-10-03,27,81,21,69,25,78
2015-10-04,26,79,21,69,24,75
2015-10-05,24,75,20,67,23,73
2015-10-06,28,82,19,65,25,77
2015-10-07,29,85,19,67,26,79
2015-10-08,29,83,19,67,25,78
2015-10-09,28,82,20,68,25,77
2015-10-10,29,85,19,67,26,79
2015-10-11,30,85,20,68,26,80
2015-10-12,29,85,21,70,26,79
2015-10-13,30,86,20,68,26,79
2015-10-14,29,85,20,68,26,79
2015-10-15,30,85,20,69,26,79
2015-10-16,30,86,19,67,27,80
2015-10-17,30,85,19,66,26,79
2015-10-18,30,86,21,69,27,80
2015-10-19,30,86,19,67,26,79
2015-10-20,30,85,20,67,27,80
2015-10-21,28,83,20,67,26,79
2015-10-22,29,85,19,66,26,78
2015-10-23,30,87,19,66,27,80
2015-10-24,27,80,20,68,25,77
2015-10-25,28,83,19,66,25,77
2015-10-26,28,82,18,64,25,76
2015-10-27,28,82,18,65,25,77
2015-10-28,29,85,20,68,26,78
2015-10-29,29,85,21,69,26,79
2015-10-30,28,83,20,67,26,78
2015-10-31,29,85,20,68,26,78
2015-11-01,27,81,20,67,25,77
2015-11-02,27,80,20,68,24,75
2015-11-03,24,76,20,67,23,73
2015-11-04,27,81,20,67,24,76
2015-11-05,28,82,19,67,25,77
2015-11-06,28,82,19,67,25,77
2015-11-07,28,82,19,67,25,76
2015-11-08,26,79,18,65,24,75
2015-11-09,21,71,19,66,21,69
2015-11-10,19,66,18,65,19,66
2015-11-11,22,71,19,67,21,69
2015-11-12,27,80,19,65,24,75
2015-11-13,26,78,18,64,23,73
2015-11-14,24,76,16,62,22,72
2015-11-15,21,70,18,64,20,68
2015-11-16,20,68,18,64,19,67
2015-11-17,21,69,17,63,19,67
2015-11-18,22,72,18,65,21,70
2015-11-19,26,78,18,65,23,73
2015-11-20,25,78,20,68,23,73
2015-11-21,26,79,19,66,24,75
2015-11-22,26,79,19,66,23,74
2015-11-23,25,77,19,66,23,73
2015-11-24,26,80,19,67,24,74
2015-11-25,26,80,17,63,23,73
2015-11-26,26,78,17,62,23,74
2015-11-27,28,82,18,65,24,76
2015-11-28,28,82,16,61,24,75
2015-11-29,24,75,17,62,22,72
2015-11-30,25,78,19,66,23,74
2015-12-01,23,74,19,67,22,72
2015-12-02,22,72,19,66,21,69
2015-12-03,24,75,18,65,22,72
2015-12-04,26,78,18,64,23,74
2015-12-05,26,79,17,63,23,73
2015-12-06,26,78,18,64,23,73
2015-12-07,26,78,18,64,23,74
2015-12-08,26,80,17,63,23,74
2015-12-09,26,79,17,63,23,74
2015-12-10,27,80,20,68,24,75
2015-12-11,28,82,20,67,24,76
2015-12-12,27,81,19,66,25,76
2015-12-13,29,84,19,66,25,78
2015-12-14,28,83,19,67,25,78
2015-12-15,28,82,19,66,25,76
2015-12-16,29,84,18,65,25,77
2015-12-17,27,80,15,60,24,75
2015-12-18,26,78,16,61,22,71
2015-12-19,26,80,15,59,22,72
2015-12-20,26,79,16,60,22,72
2015-12-21,29,83,16,61,24,76
2015-12-22,28,82,17,62,24,75
2015-12-23,27,81,16,61,24,75
2015-12-24,28,82,16,61,24,75
2015-12-25,27,80,16,61,23,74
2015-12-26,26,79,17,62,23,73
2015-12-27,23,74,17,63,22,71
2015-12-28,25,77,16,61,23,73
2015-12-29,27,80,15,60,23,73
2015-12-30,28,82,17,62,24,75
2015-12-31,27,81,15,60,23,73
2016-01-01,26,79,14,58,23,73
2016-01-02,27,81,16,60,23,74
2016-01-03,27,81,16,61,24,75
2016-01-04,27,81,15,60,23,74
2016-01-05,28,82,18,64,24,75
2016-01-06,30,86,15,59,25,76
2016-01-07,28,82,16,60,24,75
2016-01-08,26,79,17,62,23,73
2016-01-09,29,83,16,61,24,75
2016-01-10,29,84,16,60,24,75
2016-01-11,28,82,16,61,23,74
2016-01-12,29,85,14,57,25,76
2016-01-13,29,85,16,61,24,76
2016-01-14,30,85,16,62,25,77
2016-01-15,29,84,15,59,24,75
2016-01-16,29,85,16,60,26,79
2016-01-17,29,84,17,62,25,77
2016-01-18,28,82,17,62,25,77
2016-01-19,26,78,18,64,23,73
2016-01-20,25,77,20,67,23,73
2016-01-21,28,82,19,65,25,77
2016-01-22,27,80,18,65,24,74
2016-01-23,25,78,18,65,23,74
2016-01-24,26,78,17,63,23,74
2016-01-25,29,84,19,67,25,78
2016-01-26,30,87,18,65,26,80
2016-01-27,30,87,18,64,27,80
2016-01-28,32,89,18,65,27,81
2016-01-29,30,87,20,68,27,81
2016-01-30,29,84,19,65,25,78
2016-01-31,30,86,19,65,26,79
2016-02-01,31,87,18,65,27,80
2016-02-02,31,88,18,64,27,81
2016-02-03,30,87,17,63,27,80
2016-02-04,30,86,18,64,26,80
2016-02-05,30,86,18,64,26,79
2016-02-06,31,88,18,64,26,79
2016-02-07,32,90,18,65,28,82
2016-02-08,31,88,19,66,27,81
2016-02-09,31,88,20,67,28,82
2016-02-10,34,92,19,67,29,84
2016-02-11,34,93,19,66,29,84
2016-02-12,33,92,20,68,29,84
2016-02-13,33,91,20,67,28,83
2016-02-14,30,87,20,67,27,80
2016-02-15,30,86,18,65,26,80
2016-02-16,31,88,18,64,26,80
2016-02-17,30,87,18,64,26,79
2016-02-18,30,85,18,65,26,79
2016-02-19,32,89,19,67,27,81
2016-02-20,33,92,20,67,29,85
2016-02-21,34,94,20,68,31,87
2016-02-22,34,94,21,70,31,87
2016-02-23,36,96,20,69,30,86
2016-02-24,38,100,20,68,31,87
2016-02-25,33,91,21,69,30,86
2016-02-26,32,90,20,68,28,82
2016-02-27,32,89,18,65,28,82
2016-02-28,32,90,20,67,28,83
2016-02-29,32,89,19,66,28,82
2016-03-01,32,89,18,65,28,82
2016-03-02,32,90,19,66,28,82
2016-03-03,33,91,19,66,29,83
2016-03-04,33,91,19,66,29,84
2016-03-05,33,91,19,67,29,83
2016-03-06,34,94,19,65,29,85
2016-03-07,33,92,19,65,29,83
